cpu_percent,mem_percent,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv,ctx_switches,interrupts
56.15880388267752,51.081661172957,15635962145.388124,7299128722.284877,58200244.59458294,72954145.71531771,22308568.51329592,15721409.69877336
45.76215542699554,50.14943220544576,15636073616.902256,7300197963.656315,58365040.21267928,71902753.35262269,22274866.42196956,15751840.45821672
54.60164056081244,51.50158387656979,15636871984.819818,7300309439.71801,58052653.72353341,74253120.45517324,22299543.44822971,15720240.975037305
57.48556285755873,53.30362024678735,15635849514.263563,7299839671.714069,58358612.35361675,71764999.50931431,22256022.596273564,15783506.50646413
63.08947022370759,47.16843555159937,15637841569.232166,7300230714.927731,58097489.71382684,73098591.29775426,22222092.15722314,15748967.46432577
53.10864890863176,44.611457140588286,15634928394.342958,7299805576.727941,58323312.94625752,74224679.40698744,22255786.55439261,15726547.42856799
51.657531985534064,49.84838945152525,15637666436.698154,7299730037.107965,57959160.59005484,73477425.3977816,22227388.4238238,15728650.969173374
53.19121478207732,47.837862722257526,15636424384.874754,7299648443.011902,58254205.00089225,73173512.65561801,22330415.53566283,15731884.106305946
60.27701058851037,49.97557940705807,15637404298.990215,7299676515.873708,57882865.674071305,72241294.06361277,22301174.816291027,15781902.941389222
57.343755548298425,51.05665904354758,15636784483.291132,7299156690.323006,58187750.07744613,71922050.8059461,22292830.29360333,15714871.598701607
53.05119898116481,50.14025477293096,15637767864.871702,7299966256.095987,58321734.30292251,73851834.09584747,22327569.50089804,15731852.33989987
58.26633716556678,55.85740260341224,15636470303.851547,7299852035.409955,58161499.59788086,74564661.04428971,22186295.48955372,15735989.663130092
56.18538774674021,52.48023429380696,15635876297.61734,7300225396.325835,58075153.226823926,72879225.00856964,22305654.20781042,15752062.424897565
60.543224952664445,52.40142307883249,15638207714.901417,7299952537.19088,58428225.56141186,72287644.02806912,22222553.61681415,15746584.705390742
52.18973453061325,53.3666214321302,15636860653.805788,7299855140.297278,58265194.84666817,71112674.1238949,22284854.23787058,15714328.111853624
54.06168926701116,48.08350064665769,15637221105.38047,7299544879.241047,58203171.859652296,72512078.69539385,22273693.59695028,15745830.947127689
53.739459234339215,54.6173353622608,15638225722.799202,7300003896.021306,58312108.433177,73367352.5680509,22322289.62076856,15755678.670734184
48.38242525933941,51.27270714039362,15636134698.52001,7300340646.684638,58815199.13696966,75043357.0787949,22305026.896225646,15742085.211700227
57.18060138532288,53.51144185172364,15637736727.261734,7299461181.28428,58545704.547158055,74220398.34454365,22361753.624333367,15781265.134084571
57.00527636089945,48.28442830087953,15636642858.086231,7300072408.770535,58559771.29162844,73920122.84256555,22270995.98769477,15789740.785276731
55.72556728321231,46.83872370195181,15637135530.03147,7300164175.046249,58429599.0785225,73282072.73192489,22337934.60509203,15762181.431027956
54.527064333124265,53.953668974075086,15637386612.17573,7299714541.932109,58387196.08397028,73146855.93991661,22314218.04923649,15772833.085129466
48.62314628974793,52.62922857829255,15635864834.138554,7299796055.847546,57885015.54233392,75179837.59750797,22227423.486496422,15702654.320079522
53.59677338617321,48.79384533692747,15636628430.586752,7300226442.478627,58237077.970014445,74026935.92616597,22265797.868844587,15756226.586003495
53.98642741736616,48.89101075617592,15638843150.350262,7299551939.280671,58286194.81970669,71729537.29424056,22307544.22029037,15801233.543767791
51.68861365389191,54.87630435324431,15638427832.924242,7300330194.713353,58008004.23480621,73230444.16266584,22375471.061169423,15758901.80957976
54.89357144166996,47.93176432139801,15637499910.83958,7299704399.7256975,58163489.51563519,73081645.32695751,22345301.59899297,15750483.43569657
57.720254284072695,56.42801885976789,15637870335.63144,7300747982.188843,57998256.34110624,73450612.79036367,22262894.20674626,15846733.201169975
65.13092950605265,48.7981377960564,15637353158.944023,7301449032.705056,58416107.34683216,74670875.29990219,22319751.2399135,15834332.654648226
56.5728890641592,53.41517577682515,15639166600.222836,7299769479.11109,58609447.917761646,74009223.97648016,22438140.645010427,15792995.154690675
98.38578220243572,50.51414457275305,15637548675.215982,7300538456.245683,58683295.296022855,74091175.36043605,22762084.415372048,15816386.703811953
55.32777042116917,53.30956229324703,15638067763.880426,7299873909.661839,58544655.01273327,75655875.74584451,22318348.75615856,15708197.91183277
46.1061439235048,49.867657993657424,15639125689.158556,7300862508.795588,58252284.80493631,73508082.80123465,22366233.680241592,15756496.802459251
55.56743062275392,51.01162128178312,15637052173.65182,7299607765.582957,58045313.53480857,76393451.47373496,22384556.3159168,15768336.402823336
56.001151049705136,51.622757526187165,15639710899.886637,7300599112.58472,58090693.41133406,73622325.49766438,22319642.57254112,15777557.06867807
68.01621056242644,48.49343763265559,15636285634.60699,7299856745.233707,58207441.93754049,74524983.96217221,22376583.474751987,15770376.897688985
54.73819517609439,53.722473036260375,15639922848.029469,7300252002.784214,58301571.98884787,74153617.90124084,22332441.298689764,15701275.10083014
57.20773671166806,49.960359300585246,15637686479.078457,7299797144.46679,58477489.845461935,74666122.0035261,22395549.337105192,15803303.849345446
55.52644115147378,50.81420025397995,15637883525.452522,7300886947.27312,58288945.90139455,75089916.71428484,22367030.20316233,15810405.163664166
49.856609811902345,48.51695187617446,15636003744.099716,7299940350.492653,58613552.35911837,75131777.23090398,22388383.117882594,15849212.647584807
61.4141140725751,43.81299902361407,15637728398.233494,7300775642.913006,58489415.45333932,73785511.54986772,22318396.17077612,15766579.852026964
93.58249732074528,50.92691671219949,15637077686.22808,7300265245.673183,58556741.87939437,73387921.5338374,22849971.85706316,15764921.175267257
59.65515973521524,58.73784626483875,15637635880.385551,7300421300.57692,58837892.13264109,77777996.14908685,22425917.838279564,15701006.55850528
51.15306272602631,53.85381286369408,15638248909.731396,7300599376.323977,58288615.92032351,74238568.94908333,22367384.518926177,15788329.523831751
62.7139715546805,51.442218860796814,15639633561.769655,7300065270.950288,58686395.917103335,75727229.17517982,22392575.11926806,15833466.691186875
48.6907446860386,50.7113275123752,15638770408.122225,7300679359.774828,58590794.58579489,72946791.18805647,22359344.68123418,15779411.765885089
58.63428546900136,51.56739767843614,15638946575.050217,7301518791.4299,58521527.40231951,74627470.2273182,22436909.059988845,15883222.147249823
66.65227812904989,53.14135734552563,15637245656.763945,7300103674.758855,58835546.08021649,74865190.77002195,22346199.876248147,15795363.693657894
50.74731837434656,47.957561554073465,15637555305.8471,7301348224.390263,58845743.56694837,75669936.98810907,22378645.12188625,15812042.308346108
52.86851135198614,54.842965084006615,15640999436.773306,7301581275.997265,58393823.337818936,71666673.24094024,22440098.54360665,15756051.772629842
56.19825682543821,53.64614394632373,15637823998.675505,7300127644.807022,58597598.89053237,75386849.98474026,22468257.932746515,15820515.261254732
53.182621729419004,53.654557177123806,15640951564.645151,7299731473.779716,58726784.61410669,73741023.52257542,22362405.525728777,15734386.3239392
47.94668284466934,52.81542721642919,15638549076.441454,7300886258.585112,58593250.245514125,75695839.4245534,22526567.45882713,15839540.220245512
56.04281487403014,51.55884997308197,15638918053.196348,7300351432.072588,58827507.589059405,73966598.75214201,22422705.33093693,15842456.027326051
50.38848143136948,53.51858370790046,15640377938.011503,7301963262.124647,58758466.69272831,74244952.84137823,22336354.734720625,15869313.940403726
96.06431860588404,53.27544240122413,15640706672.92118,7300773131.014432,59181693.2899347,75060265.27817695,22903147.67046411,15776289.248121168
51.10287882883099,50.43787786717693,15638916567.169226,7300232510.396616,58294117.19157082,74064068.51073171,22385527.05262961,15824940.597155556
63.4496720250877,49.7791946813093,15638590927.877748,7300015651.330067,58681174.282768205,74882218.49690726,22443487.622884866,15842820.570655154
51.78373353831882,51.80556888578596,15639089004.19001,7301551119.372182,58477119.316868685,73951198.95478109,22414273.7751591,15839531.090843877
54.08969241897162,56.14706045448556,15639678057.81368,7300438722.977753,58899757.4427903,73112746.48117274,22425275.747778025,15787422.199791957
94.46929972852747,47.7826787730383,15640495055.08788,7300880225.871628,58297892.55834743,77078970.73235251,22925576.88592993,15725457.949772377
49.545678417830224,47.09742420274268,15639320935.504002,7301534266.907853,58850506.93344252,73922682.31697474,22494997.255534787,15840454.244380085
56.83729967302065,51.99428252370955,15640231496.817232,7300551003.153648,58587818.43922246,75524036.75734882,22348259.084299427,15821081.013510983
62.235713771412144,51.65266310556805,15641725143.222502,7300877604.175738,58567198.35375387,76885766.42490624,22354020.074873947,15805015.833917731
47.66258382719386,52.02002499311122,15640006515.649416,7300918220.429026,58373426.51019444,75000969.37442721,22461270.58478947,15863030.07249428
56.62316929266152,52.2318595937255,15639960719.584087,7301438561.025734,58661220.27938651,74744202.76336388,22552791.363673225,15830058.951813174
56.99941397124212,50.83039323609558,15637377824.411873,7301395319.921567,59116568.15272379,76299972.84768109,22415801.297011364,15776496.77372043
59.60911435888656,55.96959031580624,15635800497.301598,7300830401.54484,58806927.28177645,77645194.04295437,22495008.49339604,15750967.825424314
49.51524644560959,46.69728806457045,15640232084.564676,7301056447.814893,59007514.68201935,74366989.71297376,22525541.83291104,15787037.408987168
49.09771693457862,49.014508925659264,15639575664.380016,7300756726.42653,59323636.69565809,75903472.68693437,22510067.30614112,15943517.842199216
58.30970782808449,51.19023571955286,15639003177.641129,7299956550.81888,58922303.65310748,73610097.99944836,22430158.58660115,15871577.288762616
96.50348621020537,46.570433566537496,15640177916.004238,7301261896.6387615,58687709.72752542,75638320.50451353,22888601.80641561,15849416.971686283
56.95246425172939,50.97243678670379,15639774450.406204,7302509127.820624,59004407.664554834,76325497.02680711,22293621.93257465,15834311.25827664
57.43224104748488,56.48441049718406,15641618004.178455,7300442776.048779,58709854.56381308,75033706.79094985,22442343.54229059,15832779.09982038
52.29987639210755,51.562659464887886,15640095944.519754,7300542481.420702,58730887.50427766,75679562.41258565,22554722.64001073,15898710.136841174
56.86126848580502,52.19210271715605,15638872263.373842,7300483877.254692,58429144.80331659,74269603.0444896,22382189.30216572,15824467.655446632
57.16536236649341,47.71950570448226,15641589912.007998,7301727919.669617,59189519.307254,76592891.0615275,22525104.158258945,15875139.722973617
52.12824290986816,49.650915775881565,15639778502.833834,7301537560.227002,58794571.20154867,78160516.08576888,22400551.17892098,15833784.10031144
65.02887255572378,50.37441085902819,15640986453.226528,7301086324.5999155,58981046.65269455,74862645.56315808,22485461.66095817,15942285.33036988
58.06916460455894,50.5468547097313,15639465521.191277,7300509339.036613,58608939.95441751,75646595.32651275,22535749.641711168,15887947.788706938
49.74348251398676,55.34493138501131,15639238329.520914,7301322961.665396,59081991.45099009,77468213.0693976,22431087.860489763,15913525.393016003
58.98276804316915,53.17307318217537,15640448883.485994,7300026109.408768,58711934.686273046,78651414.24372315,22499741.532115404,15828109.65374737
50.8265916488634,48.1656261291889,15640385581.82967,7301404725.253486,58918885.20905542,74385086.3004657,22455980.69306197,15908276.533403236
59.63542301871226,52.239514335296015,15641187577.52694,7302011561.130801,59256891.982059,76552446.57276031,22548952.467044525,15843888.510353437
61.49297789503702,52.99466524549035,15640029849.87964,7300316512.6993265,59240438.01716334,77332861.93215764,22514248.690647256,15865833.692443136
51.59658840824145,54.9204471155638,15637521789.552454,7300100981.604383,58987050.19635948,76757838.08327498,22502793.375465985,15941939.83109329
60.51688064622161,56.24162205970512,15639855306.830915,7302665123.07119,58424285.0212722,72912251.01032157,22628972.69673164,15812181.467207585
57.7639046346825,48.4547174245164,15641924856.470787,7300885282.297409,60001859.48812001,77850988.51535948,22558828.256745383,15875046.762699615
59.81030079997245,49.06742746636898,15640171411.708456,7302352820.712133,59603857.17813068,79596288.34281047,22449888.79511152,15888298.661874233
65.18396491326973,47.72726642325616,15640303595.7178,7301301395.94956,59275605.39151269,77319015.12445307,22503018.364283387,15894038.21947812
54.47305941998565,50.797940422679055,15642422168.529922,7301313941.95377,58791155.52938543,75441931.83046564,22506812.50205331,15846766.46154809
51.93131917821256,52.899075123339,15639611821.245932,7301840442.731074,59015837.84934474,76357004.95364437,22522975.00388683,15976759.58991097
51.25242785187238,54.4620035497673,15638242290.528988,7300738584.971765,58879469.05387598,80283042.2150145,22733771.28851164,15806444.473847646
51.62094857517281,51.272146929072434,15640640376.785612,7301623269.057689,59506470.73117097,78880225.94487156,22553895.83682679,15948826.820436846
55.31449145292948,50.54045743023547,15640132276.803852,7301201903.103251,59174532.99445303,78475035.78362104,22350100.378970988,15938183.385248529
57.40575987408322,51.95527397674622,15639343449.866829,7300407757.171454,58822911.305007495,78040783.76951447,22481235.88894648,15975642.128180431
57.0834539966501,48.99457129510993,15640759897.486736,7301863593.405012,58940409.22550458,76323811.4247877,22363071.628387865,15795580.545447452
59.83591624518012,57.76861616508432,15641975190.882685,7301359589.668982,59506647.84989946,77173190.4338524,22505330.65250849,15834372.346885793
55.76500945938954,46.67701691864583,15641148708.13164,7301471802.150969,59687466.44208081,77437045.98520581,22362304.69978408,15960260.593523735
62.96767038578659,52.054221736687175,15641758412.498655,7300558991.565079,59675261.37347413,78596936.53943406,22463052.243310444,15783315.22088913
54.37671583381022,57.57081865768892,15644492921.703358,7303066330.327309,59413735.41515922,80360065.6317951,22407843.783862565,15798701.094684444
69.3008458329481,51.52039953367999,15640701302.837812,7302454643.196815,59063792.296968654,79726015.2648597,22580570.33592809,15859763.871853594
58.82833673882504,50.92988289499552,15641866083.54236,7302557724.295754,57997287.02288152,75219298.15956713,22549236.5426366,15897853.664585602
51.41421221791859,50.42766373156872,15640493379.813696,7301433556.544291,59281803.92861858,78229620.8937109,22579606.088828634,15975443.821499128
50.34553750969444,50.958824954712775,15639924681.309805,7300156427.570552,59183566.33178075,79215099.28820558,22545673.823640265,15880370.481044805
58.11236207621593,55.61854542402959,15640444674.994246,7303536903.404978,59245465.447253615,79056704.40416469,22430609.75585629,15858593.670771256
54.58268607337075,44.86441426601148,15640684140.2284,7301713774.292635,59224066.22370822,76816399.87536715,22608431.96597144,15910674.724560842
59.27000247046046,56.100301103888974,15642280086.225462,7301097344.188682,58723515.00007881,83415292.04917146,22741993.771824926,15921048.60482284
58.06618812286773,47.22812854264957,15646034336.963264,7302197609.46427,59431587.98314864,75698812.71406412,22605244.76981041,15921107.1820771
55.33585543671564,50.70004301229675,15640376054.774164,7302921241.936783,59470680.90144792,76098627.60473448,22530364.04996381,15888000.97373393
51.46603140965798,50.21226673910402,15640981800.425444,7301828316.47728,59500791.38205443,78613348.75277176,22438949.685446087,15789219.143175015
48.12576387657068,53.26565980931216,15641695753.50522,7303078237.533703,59612038.10735074,82224947.77388167,22490375.671263184,15848957.17341767
53.4674252396649,46.70562694434876,15642617073.812548,7302918833.941591,59493771.62507021,76685419.78366208,22622226.767374344,15983441.451860243
59.98199397161736,52.88651799824583,15642418438.050833,7300882039.966031,59117600.76479214,77816457.82161425,22684670.77155934,15914705.05014606
56.770468720651024,57.57292886986056,15644430519.92438,7301283145.498567,59257030.65040022,80442593.85219014,22610231.15277331,15886908.725939434
49.47130610644006,47.410477986221565,15637332119.303867,7302874007.362565,59329406.1987598,78389716.04106668,22665377.123456627,15971727.958950851
56.56590462925591,52.06911850283119,15637434412.05182,7299338749.813104,59346019.38625337,77825058.52221122,22659832.78967064,15842713.211996129
57.62658689864418,49.51405346661017,15641148093.56458,7301844264.699164,59703536.88582897,79627174.1586791,22643575.103160128,15896803.13417779
51.28071281899434,52.77766161857911,15644315764.367586,7300607769.422408,59576550.15118482,79108325.26085,22532657.5876644,15919586.194224233
56.46862552972764,51.55744333224725,15639130729.377735,7301560578.505588,60152705.31519056,80654154.40770447,22617319.46592956,15886900.589555288
55.99104359223,49.57553927286707,15636309943.967407,7301754152.111861,60217993.71603433,81231298.40034942,22519198.597415667,15920471.311680354
49.98514851084688,52.96361685461322,15643451703.018375,7301713530.843982,59385932.533880346,79335126.08941066,22607922.180819333,15904780.67229412
57.48893680174142,56.91304432936023,15642852370.447405,7301537722.747888,57829569.78061625,79357655.45075662,22642274.35310669,15833525.417132849
58.50392263184118,50.9272886248181,15640223737.102331,7301007354.632123,59871438.65138316,79254553.07439512,22780905.772642378,15929929.116277307
61.11525621587639,53.65927382644455,15640474266.006544,7304444814.379487,59165919.95904923,79862233.72443156,22482905.070588868,15839987.88143432
60.969010260174514,47.62018112638651,15640546476.249142,7304045457.934224,59068829.52773661,79036186.39487907,22667061.024545617,15932071.96111839
48.81165316021455,48.63069086954597,15642790548.047647,7300984676.863338,59241666.32780434,78972948.69606254,22772274.13234561,16007583.112437986
51.01087480042439,52.91721883364113,15641331109.683825,7303811653.670086,59231108.35080601,81477275.59769584,22701969.89599848,15907703.073367525
58.2751763360433,55.952348085607895,15643682827.67309,7301798534.544813,59676487.16176342,82197389.33153139,22712981.38061098,15854088.342567792
58.26892975456105,52.56684004635698,15636805978.807789,7302363693.034899,58788625.58744174,76003555.40460882,22691014.42234332,15920100.05679997
58.27523843153024,50.56082590843054,15640982804.120537,7302184179.081707,58995900.16975069,79195033.99562038,22768214.786936644,15877571.0028559
74.96365745327361,51.49787421627006,15640461603.221697,7301580546.669889,59597672.27565452,77784818.63409945,22522546.531432256,15968261.714464992
93.28478425332445,47.74877679809085,15642326740.575418,7303323028.960787,59725868.49277359,78621149.92037925,23044115.273919705,15923162.70890606
61.377828200903,53.3135459790661,15641779775.229586,7302442794.289759,59744962.574163,80173499.20254153,22641519.748180915,16042214.013830367
60.47000881746602,54.14699918697023,15644656484.81338,7301824839.491387,59150528.61773228,80793399.34767003,22416104.8170214,16009452.138285078
58.95695625652899,50.14372900150076,15639054668.676365,7300960596.242352,59077490.83341258,79185360.67510784,22779251.77814496,15927204.15576364
54.12365377679828,50.08987355672149,15643162407.759348,7301413837.33532,59287392.29113877,75379641.6836932,22781804.52591801,15984428.102163872
59.49484610246634,52.297634688956144,15644315479.309906,7300625500.375728,59617377.28348243,77449342.00176121,22607602.81532841,15914622.251608996
51.83587392731214,50.18984079187821,15647175414.462976,7302423185.432288,60165958.22352574,81510629.28763236,22617144.775560662,15943686.406158702
